complaint_id,year,general_cap_classification,race
18-0027,2018,CRIMINAL ALLEGATION,Black
18-0028,2018,PHYSICAL ABUSE,White
18-0029,2018,LACK OF SERVICE,White
18-0030,2018,LACK OF SERVICE,White
18-0031,2018,VERBAL ABUSE,White
18-0031,2018,VERBAL ABUSE,White
18-0032,2018,LACK OF SERVICE,Black
18-0032,2018,LACK OF SERVICE,Black
18-0032,2018,LACK OF SERVICE,Black
18-0033,2018,DEPARTMENTAL VIOLATIONS,Black
18-0033,2018,DEPARTMENTAL VIOLATIONS,Black
18-0033,2018,DEPARTMENTAL VIOLATIONS,Black
18-0033,2018,DEPARTMENTAL VIOLATIONS,Black
18-0033,2018,DEPARTMENTAL VIOLATIONS,Black
18-0034,2018,VERBAL ABUSE,Black
18-0034,2018,VERBAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0035,2018,PHYSICAL ABUSE,Black
18-0036,2018,NON-INVESTIGATORY INCIDENT,Other/NA
18-0036,2018,NON-INVESTIGATORY INCIDENT,Other/NA
18-0037,2018,NON-INVESTIGATORY INCIDENT,Black
18-0038,2018,HARASSMENT,Black
18-0039,2018,CIVIL RIGHTS COMPLAINT,Black
18-0039,2018,CIVIL RIGHTS COMPLAINT,Black
18-0039,2018,CIVIL RIGHTS COMPLAINT,Black
18-0039,2018,CIVIL RIGHTS COMPLAINT,Black
18-0039,2018,CIVIL RIGHTS COMPLAINT,Black
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0040,2018,DEPARTMENTAL VIOLATIONS,White
18-0041,2018,PHYSICAL ABUSE,Black
18-0041,2018,PHYSICAL ABUSE,Black
18-0041,2018,PHYSICAL ABUSE,Black
18-0041,2018,PHYSICAL ABUSE,Black
18-0042,2018,VERBAL ABUSE,White
18-0042,2018,VERBAL ABUSE,White
18-0043,2018,NON-INVESTIGATORY INCIDENT,Black
18-0044,2018,LACK OF SERVICE,Black
18-0045,2018,LACK OF SERVICE,Black
18-0045,2018,LACK OF SERVICE,Black
18-0046,2018,DEPARTMENTAL VIOLATIONS,Black
18-0046,2018,DEPARTMENTAL VIOLATIONS,Black
18-0047,2018,VERBAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0048,2018,PHYSICAL ABUSE,Black
18-0049,2018,PHYSICAL ABUSE,Black
18-0049,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0050,2018,PHYSICAL ABUSE,Black
18-0051,2018,HARASSMENT,Black
18-0052,2018,VERBAL ABUSE,Black
18-0053,2018,LACK OF SERVICE,Black
18-0054,2018,PHYSICAL ABUSE,Black
18-0055,2018,LACK OF SERVICE,Black
18-0056,2018,UNPROFESSIONAL CONDUCT,Black
18-0056,2018,UNPROFESSIONAL CONDUCT,Black
18-0056,2018,UNPROFESSIONAL CONDUCT,Black
18-0056,2018,UNPROFESSIONAL CONDUCT,Black
18-0057,2018,DOMESTIC,Black
18-0058,2018,DEPARTMENTAL VIOLATIONS,Black
18-0058,2018,DEPARTMENTAL VIOLATIONS,Black
18-0059,2018,DEPARTMENTAL VIOLATIONS,Black
18-0060,2018,DEPARTMENTAL VIOLATIONS,Black
18-0060,2018,DEPARTMENTAL VIOLATIONS,Black
18-0060,2018,DEPARTMENTAL VIOLATIONS,Black
18-0060,2018,DEPARTMENTAL VIOLATIONS,Black
18-0061,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0062,2018,VERBAL ABUSE,Black
18-0062,2018,VERBAL ABUSE,Black
18-0062,2018,VERBAL ABUSE,Black
18-0062,2018,VERBAL ABUSE,Black
18-0063,2018,CRIMINAL ALLEGATION,Other/NA
18-0063,2018,CRIMINAL ALLEGATION,Other/NA
18-0063,2018,CRIMINAL ALLEGATION,Other/NA
18-0064,2018,LACK OF SERVICE,Black
18-0065,2018,DEPARTMENTAL VIOLATIONS,Black
18-0066,2018,CRIMINAL ALLEGATION,Black
18-0067,2018,VERBAL ABUSE,Black
18-0067,2018,VERBAL ABUSE,Black
18-0068,2018,UNPROFESSIONAL CONDUCT,Black
18-0069,2018,CRIMINAL ALLEGATION,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0070,2018,PHYSICAL ABUSE,Black
18-0071,2018,DEPARTMENTAL VIOLATIONS,Black
18-0071,2018,DEPARTMENTAL VIOLATIONS,Black
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0072,2018,PHYSICAL ABUSE,Other/NA
18-0073,2018,CRIMINAL ALLEGATION,Black
18-0073,2018,CRIMINAL ALLEGATION,Black
18-0073,2018,CRIMINAL ALLEGATION,Black
18-0075,2018,PHYSICAL ABUSE,Black
18-0076,2018,CIVIL RIGHTS COMPLAINT,Other/NA
18-0077,2018,VERBAL ABUSE,Other/NA
18-0078,2018,LACK OF SERVICE,Black
18-0078,2018,LACK OF SERVICE,Black
18-0079,2018,PHYSICAL ABUSE,Other/NA
18-0079,2018,PHYSICAL ABUSE,Other/NA
18-0079,2018,PHYSICAL ABUSE,Other/NA
18-0080,2018,PHYSICAL ABUSE,Black
18-0080,2018,PHYSICAL ABUSE,Black
18-0081,2018,NON-INVESTIGATORY INCIDENT,Black
18-0083,2018,DEPARTMENTAL VIOLATIONS,Black
18-0084,2018,LACK OF SERVICE,Black
18-0084,2018,LACK OF SERVICE,Black
18-0086,2018,VERBAL ABUSE,Black
18-0087,2018,HARASSMENT,White
18-0087,2018,HARASSMENT,White
18-0088,2018,VERBAL ABUSE,Other/NA
18-0089,2018,PHYSICAL ABUSE,Other/NA
18-0089,2018,PHYSICAL ABUSE,Other/NA
18-0089,2018,PHYSICAL ABUSE,Other/NA
18-0089,2018,PHYSICAL ABUSE,Other/NA
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0091,2018,DEPARTMENTAL VIOLATIONS,White
18-0092,2018,PHYSICAL ABUSE,Other/NA
18-0092,2018,PHYSICAL ABUSE,Other/NA
18-0092,2018,PHYSICAL ABUSE,Other/NA
18-0092,2018,PHYSICAL ABUSE,Other/NA
18-0092,2018,PHYSICAL ABUSE,Other/NA
18-0093,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0093,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0094,2018,PHYSICAL ABUSE,White
18-0094,2018,PHYSICAL ABUSE,White
18-0094,2018,PHYSICAL ABUSE,White
18-0094,2018,PHYSICAL ABUSE,White
18-0094,2018,PHYSICAL ABUSE,White
18-0094,2018,PHYSICAL ABUSE,White
18-0095,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0095,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0096,2018,PHYSICAL ABUSE,Black
18-0096,2018,PHYSICAL ABUSE,Black
18-0096,2018,PHYSICAL ABUSE,Black
18-0097,2018,DOMESTIC,Black
18-0098,2018,SEXUAL CRIME/MISCONDUCT,Other/NA
18-0098,2018,SEXUAL CRIME/MISCONDUCT,Other/NA
18-0098,2018,SEXUAL CRIME/MISCONDUCT,Other/NA
18-0098,2018,SEXUAL CRIME/MISCONDUCT,Other/NA
18-0099,2018,PHYSICAL ABUSE,Other/NA
18-0099,2018,PHYSICAL ABUSE,Other/NA
18-0100,2018,LACK OF SERVICE,Black
18-0101,2018,VERBAL ABUSE,Black
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0102,2018,CRIMINAL ALLEGATION,Other/NA
18-0103,2018,LACK OF SERVICE,Black
18-0103,2018,LACK OF SERVICE,Black
18-0104,2018,LACK OF SERVICE,Black
18-0104,2018,LACK OF SERVICE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0105,2018,PHYSICAL ABUSE,Black
18-0106,2018,CIVIL RIGHTS COMPLAINT,Black
18-0106,2018,CIVIL RIGHTS COMPLAINT,Black
18-0107,2018,NON-INVESTIGATORY INCIDENT,Black
18-0108,2018,PHYSICAL ABUSE,Black
18-0108,2018,PHYSICAL ABUSE,Black
18-0109,2018,PHYSICAL ABUSE,Other/NA
18-0109,2018,PHYSICAL ABUSE,Other/NA
18-0109,2018,PHYSICAL ABUSE,Other/NA
18-0110,2018,HARASSMENT,Black
18-0110,2018,HARASSMENT,Black
18-0110,2018,HARASSMENT,Black
18-0111,2018,DEPARTMENTAL VIOLATIONS,Black
18-0111,2018,DEPARTMENTAL VIOLATIONS,Black
18-0111,2018,DEPARTMENTAL VIOLATIONS,Black
18-0111,2018,DEPARTMENTAL VIOLATIONS,Black
18-0112,2018,LACK OF SERVICE,White
18-0112,2018,LACK OF SERVICE,White
18-0112,2018,LACK OF SERVICE,White
18-0113,2018,PHYSICAL ABUSE,Black
18-0113,2018,PHYSICAL ABUSE,Black
18-0113,2018,PHYSICAL ABUSE,Black
18-0113,2018,PHYSICAL ABUSE,Black
18-0113,2018,PHYSICAL ABUSE,Black
18-0113,2018,PHYSICAL ABUSE,Black
18-0114,2018,PHYSICAL ABUSE,Black
18-0114,2018,PHYSICAL ABUSE,Black
18-0114,2018,PHYSICAL ABUSE,Black
18-0114,2018,PHYSICAL ABUSE,Black
18-0114,2018,PHYSICAL ABUSE,Black
18-0115,2018,CIVIL RIGHTS COMPLAINT,Black
18-0115,2018,CIVIL RIGHTS COMPLAINT,Black
18-0116,2018,PHYSICAL ABUSE,Black
18-0116,2018,PHYSICAL ABUSE,Black
18-0116,2018,PHYSICAL ABUSE,Black
18-0116,2018,PHYSICAL ABUSE,Black
18-0116,2018,PHYSICAL ABUSE,Black
18-0117,2018,NON-INVESTIGATORY INCIDENT,Black
18-0118,2018,PHYSICAL ABUSE,Other/NA
18-0118,2018,PHYSICAL ABUSE,Other/NA
18-0118,2018,PHYSICAL ABUSE,Other/NA
18-0118,2018,PHYSICAL ABUSE,Other/NA
18-0119,2018,VERBAL ABUSE,Other/NA
18-0120,2018,NON-INVESTIGATORY INCIDENT,Other/NA
18-0121,2018,CRIMINAL ALLEGATION,Black
18-0121,2018,CRIMINAL ALLEGATION,Black
18-0121,2018,CRIMINAL ALLEGATION,Black
18-0122,2018,LACK OF SERVICE,Black
18-0123,2018,HARASSMENT,Black
18-0123,2018,HARASSMENT,Black
18-0123,2018,HARASSMENT,Black
18-0124,2018,VERBAL ABUSE,Other/NA
18-0125,2018,LACK OF SERVICE,Other/NA
18-0126,2018,CRIMINAL ALLEGATION,Black
18-0126,2018,CRIMINAL ALLEGATION,Black
18-0127,2018,PHYSICAL ABUSE,White
18-0127,2018,PHYSICAL ABUSE,White
18-0127,2018,PHYSICAL ABUSE,White
18-0127,2018,PHYSICAL ABUSE,White
18-0127,2018,PHYSICAL ABUSE,White
18-0127,2018,PHYSICAL ABUSE,White
18-0128,2018,VERBAL ABUSE,White
18-0128,2018,VERBAL ABUSE,White
18-0128,2018,VERBAL ABUSE,White
18-0128,2018,VERBAL ABUSE,White
18-0129,2018,CIVIL RIGHTS COMPLAINT,White
18-0129,2018,CIVIL RIGHTS COMPLAINT,White
18-0129,2018,CIVIL RIGHTS COMPLAINT,White
18-0129,2018,CIVIL RIGHTS COMPLAINT,White
18-0131,2018,CIVIL RIGHTS COMPLAINT,Black
18-0131,2018,CIVIL RIGHTS COMPLAINT,Black
18-0131,2018,CIVIL RIGHTS COMPLAINT,Black
18-0131,2018,CIVIL RIGHTS COMPLAINT,Black
18-0131,2018,CIVIL RIGHTS COMPLAINT,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0132,2018,DEPARTMENTAL VIOLATIONS,Black
18-0133,2018,HARASSMENT,Other/NA
18-0133,2018,HARASSMENT,Other/NA
18-0134,2018,UNPROFESSIONAL CONDUCT,Black
18-0135,2018,LACK OF SERVICE,White
18-0136,2018,DEPARTMENTAL VIOLATIONS,Black
18-0136,2018,DEPARTMENTAL VIOLATIONS,Black
18-0136,2018,DEPARTMENTAL VIOLATIONS,Black
18-0136,2018,DEPARTMENTAL VIOLATIONS,Black
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0137,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0138,2018,DEPARTMENTAL VIOLATIONS,Black
18-0138,2018,DEPARTMENTAL VIOLATIONS,Black
18-0138,2018,DEPARTMENTAL VIOLATIONS,Black
18-0138,2018,DEPARTMENTAL VIOLATIONS,Black
18-0139,2018,LACK OF SERVICE,Other/NA
18-0140,2018,DEPARTMENTAL VIOLATIONS,Black
18-0140,2018,DEPARTMENTAL VIOLATIONS,Black
18-0141,2018,DOMESTIC,White
18-0142,2018,DEPARTMENTAL VIOLATIONS,Black
18-0142,2018,DEPARTMENTAL VIOLATIONS,Black
18-0142,2018,DEPARTMENTAL VIOLATIONS,Black
18-0142,2018,DEPARTMENTAL VIOLATIONS,Black
18-0143,2018,CRIMINAL ALLEGATION,Other/NA
18-0143,2018,CRIMINAL ALLEGATION,Other/NA
18-0143,2018,CRIMINAL ALLEGATION,Other/NA
18-0143,2018,CRIMINAL ALLEGATION,Other/NA
18-0144,2018,LACK OF SERVICE,Black
18-0144,2018,LACK OF SERVICE,Black
18-0145,2018,PHYSICAL ABUSE,White
18-0146,2018,PHYSICAL ABUSE,Black
18-0146,2018,PHYSICAL ABUSE,Black
18-0146,2018,PHYSICAL ABUSE,Black
18-0146,2018,PHYSICAL ABUSE,Black
18-0146,2018,PHYSICAL ABUSE,Black
18-0147,2018,DEPARTMENTAL VIOLATIONS,Black
18-0148,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0149,2018,DEPARTMENTAL VIOLATIONS,Black
18-0149,2018,DEPARTMENTAL VIOLATIONS,Black
18-0149,2018,DEPARTMENTAL VIOLATIONS,Black
18-0149,2018,DEPARTMENTAL VIOLATIONS,Black
18-0149,2018,DEPARTMENTAL VIOLATIONS,Black
18-0150,2018,PHYSICAL ABUSE,Black
18-0151,2018,PHYSICAL ABUSE,Black
18-0151,2018,PHYSICAL ABUSE,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0152,2018,DEPARTMENTAL VIOLATIONS,Black
18-0153,2018,LACK OF SERVICE,Black
18-0155,2018,DEPARTMENTAL VIOLATIONS,Black
18-0156,2018,PHYSICAL ABUSE,Other/NA
18-0156,2018,PHYSICAL ABUSE,Other/NA
18-0157,2018,VERBAL ABUSE,Other/NA
18-0157,2018,VERBAL ABUSE,Other/NA
18-0158,2018,VERBAL ABUSE,White
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0159,2018,DEPARTMENTAL VIOLATIONS,Black
18-0160,2018,DEPARTMENTAL VIOLATIONS,White
18-0161,2018,DEPARTMENTAL VIOLATIONS,Black
18-0161,2018,DEPARTMENTAL VIOLATIONS,Black
18-0161,2018,DEPARTMENTAL VIOLATIONS,Black
18-0162,2018,VERBAL ABUSE,White
18-0162,2018,VERBAL ABUSE,White
18-0163,2018,VERBAL ABUSE,White
18-0164,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0164,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0165,2018,LACK OF SERVICE,Black
18-0165,2018,LACK OF SERVICE,Black
18-0165,2018,LACK OF SERVICE,Black
18-0165,2018,LACK OF SERVICE,Black
18-0165,2018,LACK OF SERVICE,Black
18-0166,2018,UNPROFESSIONAL CONDUCT,White
18-0166,2018,UNPROFESSIONAL CONDUCT,White
18-0167,2018,UNPROFESSIONAL CONDUCT,Black
18-0168,2018,CRIMINAL ALLEGATION,Black
18-0168,2018,CRIMINAL ALLEGATION,Black
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0169,2018,LACK OF SERVICE,Other/NA
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0170,2018,DEPARTMENTAL VIOLATIONS,Black
18-0171,2018,PHYSICAL ABUSE,Black
18-0171,2018,PHYSICAL ABUSE,Black
18-0171,2018,PHYSICAL ABUSE,Black
18-0171,2018,PHYSICAL ABUSE,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0172,2018,CIVIL RIGHTS COMPLAINT,Black
18-0173,2018,LACK OF SERVICE,Black
18-0174,2018,HARASSMENT,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0175,2018,DEPARTMENTAL VIOLATIONS,White
18-0176,2018,LACK OF SERVICE,White
18-0177,2018,VERBAL ABUSE,Black
18-0177,2018,VERBAL ABUSE,Black
18-0178,2018,DEPARTMENTAL VIOLATIONS,Black
18-0178,2018,DEPARTMENTAL VIOLATIONS,Black
18-0179,2018,DEPARTMENTAL VIOLATIONS,Black
18-0179,2018,DEPARTMENTAL VIOLATIONS,Black
18-0180,2018,UNPROFESSIONAL CONDUCT,White
18-0181,2018,CIVIL RIGHTS COMPLAINT,Black
18-0181,2018,CIVIL RIGHTS COMPLAINT,Black
18-0181,2018,CIVIL RIGHTS COMPLAINT,Black
18-0181,2018,CIVIL RIGHTS COMPLAINT,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0182,2018,LACK OF SERVICE,Black
18-0183,2018,DEPARTMENTAL VIOLATIONS,Black
18-0183,2018,DEPARTMENTAL VIOLATIONS,Black
18-0183,2018,DEPARTMENTAL VIOLATIONS,Black
18-0183,2018,DEPARTMENTAL VIOLATIONS,Black
18-0183,2018,DEPARTMENTAL VIOLATIONS,Black
18-0184,2018,VERBAL ABUSE,Black
18-0185,2018,UNPROFESSIONAL CONDUCT,Black
18-0185,2018,UNPROFESSIONAL CONDUCT,Black
18-0186,2018,FALSIFICATION,Black
18-0186,2018,FALSIFICATION,Black
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0187,2018,DEPARTMENTAL VIOLATIONS,White
18-0188,2018,DEPARTMENTAL VIOLATIONS,Black
18-0188,2018,DEPARTMENTAL VIOLATIONS,Black
18-0189,2018,VERBAL ABUSE,Black
18-0190,2018,DEPARTMENTAL VIOLATIONS,Black
18-0190,2018,DEPARTMENTAL VIOLATIONS,Black
18-0190,2018,DEPARTMENTAL VIOLATIONS,Black
18-0190,2018,DEPARTMENTAL VIOLATIONS,Black
18-0191,2018,UNPROFESSIONAL CONDUCT,Black
18-0191,2018,UNPROFESSIONAL CONDUCT,Black
18-0191,2018,UNPROFESSIONAL CONDUCT,Black
18-0191,2018,UNPROFESSIONAL CONDUCT,Black
18-0192,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0192,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0192,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0193,2018,LACK OF SERVICE,Black
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0194,2018,PHYSICAL ABUSE,Other/NA
18-0195,2018,PHYSICAL ABUSE,Black
18-0195,2018,PHYSICAL ABUSE,Black
18-0195,2018,PHYSICAL ABUSE,Black
18-0196,2018,CRIMINAL ALLEGATION,White
18-0196,2018,CRIMINAL ALLEGATION,White
18-0196,2018,CRIMINAL ALLEGATION,White
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0197,2018,UNPROFESSIONAL CONDUCT,Black
18-0198,2018,VERBAL ABUSE,Other/NA
18-0199,2018,NON-INVESTIGATORY INCIDENT,Black
18-0199,2018,NON-INVESTIGATORY INCIDENT,Black
18-0200,2018,LACK OF SERVICE,White
18-0201,2018,CRIMINAL ALLEGATION,Other/NA
18-0201,2018,CRIMINAL ALLEGATION,Other/NA
18-0201,2018,CRIMINAL ALLEGATION,Other/NA
18-0201,2018,CRIMINAL ALLEGATION,Other/NA
18-0201,2018,CRIMINAL ALLEGATION,Other/NA
18-0202,2018,VERBAL ABUSE,Other/NA
18-0203,2018,DEPARTMENTAL VIOLATIONS,Black
18-0203,2018,DEPARTMENTAL VIOLATIONS,Black
18-0203,2018,DEPARTMENTAL VIOLATIONS,Black
18-0204,2018,NON-INVESTIGATORY INCIDENT,Black
18-0205,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0205,2018,UNPROFESSIONAL CONDUCT,Other/NA
18-0206,2018,LACK OF SERVICE,Other/NA
18-0206,2018,LACK OF SERVICE,Other/NA
18-0206,2018,LACK OF SERVICE,Other/NA
18-0206,2018,LACK OF SERVICE,Other/NA
18-0206,2018,LACK OF SERVICE,Other/NA
18-0207,2018,LACK OF SERVICE,White
18-0207,2018,LACK OF SERVICE,White
18-0208,2018,LACK OF SERVICE,White
18-0208,2018,LACK OF SERVICE,White
18-0209,2018,UNPROFESSIONAL CONDUCT,Black
18-0210,2018,CRIMINAL ALLEGATION,Black
18-0210,2018,CRIMINAL ALLEGATION,Black
18-0210,2018,CRIMINAL ALLEGATION,Black
18-0210,2018,CRIMINAL ALLEGATION,Black
18-0210,2018,CRIMINAL ALLEGATION,Black
18-0211,2018,LACK OF SERVICE,Black
18-0212,2018,NON-INVESTIGATORY INCIDENT,Black
18-0213,2018,LACK OF SERVICE,Black
18-0214,2018,VERBAL ABUSE,Black
18-0214,2018,VERBAL ABUSE,Black
18-0215,2018,VERBAL ABUSE,Black
18-0216,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0216,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0216,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0216,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0216,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0217,2018,LACK OF SERVICE,Other/NA
18-0217,2018,LACK OF SERVICE,Other/NA
18-0217,2018,LACK OF SERVICE,Other/NA
18-0218,2018,DEPARTMENTAL VIOLATIONS,White
18-0218,2018,DEPARTMENTAL VIOLATIONS,White
18-0220,2018,HARASSMENT,Other/NA
18-0221,2018,PHYSICAL ABUSE,White
18-0221,2018,PHYSICAL ABUSE,White
18-0222,2018,NON-INVESTIGATORY INCIDENT,Black
18-0222,2018,NON-INVESTIGATORY INCIDENT,Black
18-0223,2018,DEPARTMENTAL VIOLATIONS,Black
18-0224,2018,PHYSICAL ABUSE,Other/NA
18-0224,2018,PHYSICAL ABUSE,Other/NA
18-0225,2018,DEPARTMENTAL VIOLATIONS,Other/NA
18-0225,2018,DEPARTMENTAL VIOLATIONS,Other/NA
